ride_id,ride_date,ride_time,year,month,day,city,customer_id,driver_id,gender,age,pickup_location,drop_location,distance_km,ride_duration_min,cab_type,booking_type,payment_method,base_fare,surge_multiplier,total_fare,driver_rating,customer_rating,ride_status,cancellation_reason,peak_hour
108499,2024-05-24,20:39,2024,May,Friday,Bangalore,4455,3673,Female,28,Andheri,Wakad,14.0,19,Sedan,App,UPI,218.0,1.2,261.6,4.4,4.9,Completed,,Yes
108500,2023-10-30,08:33,2023,October,Monday,Delhi,2144,2532,Male,52,Rohini,Madhapur,15.5,19,Sedan,App,UPI,236.0,1.1,259.6,4.2,4.8,Completed,,No
108501,2024-12-06,00:41,2024,December,Friday,Delhi,3079,5909,Female,24,Andheri,Bandra,12.0,21,Sedan,App,UPI,194.0,1.0,194.0,5.0,4.2,Completed,,No
108502,2024-05-09,11:49,2024,May,Thursday,Pune,1430,4620,Female,42,Bandra,Andheri,9.4,47,Sedan,App,UPI,162.8,1.3,211.64,3.9,3.8,Cancelled,Customer no-show,Yes
108503,2023-07-06,20:20,2023,July,Thursday,Delhi,3230,2635,Female,31,Andheri,Hinjewadi,3.9,37,Sedan,App,Card,96.8,1.3,125.84,4.2,4.4,Completed,,Yes
108504,2023-02-17,19:27,2023,February,Friday,Hyderabad,2865,6929,Male,40,Madhapur,Andheri,3.3,22,Sedan,App,Card,89.6,1.1,98.56,4.4,3.9,Completed,,No
108505,2024-01-10,07:08,2024,January,Wednesday,Pune,4765,2110,Female,36,Gachibowli,Wakad,13.3,59,SUV,App,Card,209.6,1.2,251.52,4.2,4.2,Completed,,Yes
108506,2025-03-10,05:06,2025,March,Monday,Delhi,1750,6975,Male,20,Indiranagar,Bandra,23.4,66,Mini,App,Cash,330.8,1.1,363.88,3.6,4.3,Completed,,No
108507,2025-03-31,01:47,2025,March,Monday,Mumbai,4427,5948,Male,29,Hinjewadi,Wakad,21.9,39,SUV,App,UPI,312.8,1.5,469.2,4.0,3.6,Completed,,Yes
108508,2024-04-26,00:31,2024,April,Friday,Delhi,1195,5650,Female,56,Whitefield,Indiranagar,18.0,69,Mini,App,UPI,266.0,1.5,399.0,4.1,3.5,Completed,,Yes
108509,2025-08-27,21:23,2025,August,Wednesday,Hyderabad,4301,2743,Female,48,Bandra,Bandra,22.1,9,SUV,App,Cash,315.2,1.3,409.76,3.6,4.2,Cancelled,Driver unavailable,Yes
108510,2023-04-16,17:25,2023,April,Sunday,Mumbai,2299,5571,Female,47,Madhapur,Wakad,12.5,51,Mini,App,UPI,200.0,1.2,240.0,4.3,3.8,Completed,,Yes
108511,2025-04-10,09:27,2025,April,Thursday,Bangalore,1987,6803,Female,56,CP,Wakad,22.4,66,Sedan,App,Cash,318.8,1.3,414.44,3.5,3.6,Completed,,Yes
108512,2023-08-27,01:01,2023,August,Sunday,Delhi,3449,3529,Male,22,Indiranagar,Rohini,10.5,7,Sedan,App,Card,176.0,1.1,193.6,4.0,4.8,Completed,,No
108513,2024-11-12,15:15,2024,November,Tuesday,Bangalore,1454,3284,Female,36,CP,Andheri,21.2,44,Sedan,App,UPI,304.4,1.1,334.84,4.3,4.1,Cancelled,Customer no-show,No
108514,2023-11-14,15:06,2023,November,Tuesday,Mumbai,1531,5286,Female,48,Madhapur,Andheri,6.4,41,Sedan,App,Card,126.8,1.3,164.84,3.6,3.8,Completed,,Yes
108515,2024-01-07,22:50,2024,January,Sunday,Pune,2312,5121,Female,31,Madhapur,Indiranagar,21.9,37,Sedan,App,Card,312.8,1.3,406.64,3.6,4.8,Cancelled,Customer no-show,Yes
108516,2025-08-15,02:46,2025,August,Friday,Delhi,1811,3456,Male,35,Andheri,Whitefield,6.3,10,Sedan,App,Card,125.6,1.2,150.72,4.1,3.9,Completed,,Yes
108517,2023-06-28,15:57,2023,June,Wednesday,Hyderabad,3181,2290,Female,54,Madhapur,Whitefield,9.1,27,Mini,App,UPI,159.2,1.5,238.8,4.8,4.4,Completed,,Yes
108518,2024-10-22,18:00,2024,October,Tuesday,Pune,1878,3062,Female,51,Bandra,Whitefield,5.1,61,SUV,App,Card,111.2,1.1,122.32,3.8,4.7,Completed,,No
108519,2025-12-04,11:06,2025,December,Thursday,Bangalore,4007,2811,Male,60,Gachibowli,Hinjewadi,6.9,57,Mini,App,UPI,132.8,1.3,172.64,4.8,3.8,Completed,,Yes
108520,2024-02-17,11:14,2024,February,Saturday,Mumbai,1850,6110,Male,24,Bandra,Bandra,17.3,25,Mini,App,Cash,257.6,1.1,283.36,4.9,3.7,Completed,,No
108521,2025-06-17,18:01,2025,June,Tuesday,Mumbai,4720,3702,Male,19,Rohini,Rohini,13.4,6,Sedan,App,Card,210.8,1.0,210.8,4.9,3.6,Completed,,No
108522,2023-02-13,05:24,2023,February,Monday,Mumbai,4268,6116,Female,34,Wakad,Madhapur,21.7,53,Mini,App,Card,310.4,1.2,372.48,3.7,4.3,Cancelled,Customer no-show,Yes
108523,2024-02-10,21:07,2024,February,Saturday,Hyderabad,3815,6486,Male,23,Rohini,Whitefield,18.2,50,Mini,App,UPI,268.4,1.1,295.24,5.0,3.9,Completed,,No
108524,2025-11-17,16:23,2025,November,Monday,Bangalore,2222,2006,Male,18,Gachibowli,Whitefield,12.5,5,Mini,App,UPI,200.0,1.3,260.0,4.7,4.6,Cancelled,App issue,Yes
108525,2025-07-19,08:05,2025,July,Saturday,Pune,4186,4596,Male,24,Andheri,Madhapur,18.1,51,Mini,App,Card,267.2,1.2,320.64,3.9,4.7,Completed,,Yes
108526,2024-11-07,17:10,2024,November,Thursday,Bangalore,2935,4540,Female,18,Andheri,Hinjewadi,15.7,54,Mini,App,Cash,238.4,1.5,357.6,4.1,3.6,Completed,,Yes
108527,2025-11-04,07:57,2025,November,Tuesday,Mumbai,3692,2105,Female,22,Indiranagar,Whitefield,22.4,21,SUV,App,Cash,318.8,1.3,414.44,3.9,4.8,Completed,,Yes
108528,2025-05-03,01:49,2025,May,Saturday,Bangalore,1278,5400,Female,44,Andheri,Gachibowli,20.4,5,Mini,App,UPI,294.8,1.2,353.76,4.8,4.8,Completed,,Yes
108529,2024-06-07,01:29,2024,June,Friday,Mumbai,2824,3789,Male,31,Rohini,Madhapur,12.3,48,Mini,App,UPI,197.6,1.5,296.4,3.9,3.6,Completed,,Yes
108530,2025-04-06,08:20,2025,April,Sunday,Pune,2819,2488,Male,22,Rohini,Andheri,14.3,18,SUV,App,Cash,221.6,1.0,221.6,3.9,4.8,Completed,,No
108531,2024-02-17,16:33,2024,February,Saturday,Bangalore,2227,6960,Female,21,CP,CP,7.9,69,Sedan,App,Card,144.8,1.3,188.24,4.8,4.0,Completed,,Yes
108532,2025-09-25,14:43,2025,September,Thursday,Bangalore,3871,2217,Male,19,Andheri,Rohini,11.6,26,SUV,App,Cash,189.2,1.2,227.04,4.6,4.4,Completed,,Yes
108533,2025-05-29,21:06,2025,May,Thursday,Hyderabad,2632,2324,Male,40,Gachibowli,Hinjewadi,11.3,45,Sedan,App,UPI,185.6,1.0,185.6,4.3,4.2,Completed,,No
108534,2023-10-09,19:05,2023,October,Monday,Bangalore,3090,4441,Female,51,Gachibowli,CP,11.4,13,Mini,App,UPI,186.8,1.3,242.84,3.8,4.0,Completed,,Yes
108535,2025-04-09,22:32,2025,April,Wednesday,Pune,4944,4984,Female,26,Indiranagar,CP,4.4,58,Sedan,App,Cash,102.8,1.3,133.64,3.8,4.3,Completed,,Yes
108536,2024-05-23,06:40,2024,May,Thursday,Pune,1474,5689,Female,31,Rohini,Wakad,11.4,34,SUV,App,Cash,186.8,1.3,242.84,3.8,4.0,Completed,,Yes
108537,2024-12-19,22:24,2024,December,Thursday,Mumbai,2328,3173,Female,19,Gachibowli,Madhapur,10.4,36,Sedan,App,UPI,174.8,1.3,227.24,3.5,3.9,Completed,,Yes
108538,2024-10-31,21:06,2024,October,Thursday,Bangalore,1322,3893,Female,31,Whitefield,CP,4.1,45,SUV,App,Cash,99.2,1.3,128.96,4.5,4.0,Completed,,Yes
108539,2025-11-18,21:51,2025,November,Tuesday,Pune,4825,2788,Female,57,Gachibowli,Madhapur,18.0,38,SUV,App,Cash,266.0,1.0,266.0,3.6,4.8,Completed,,No
108540,2023-01-07,13:52,2023,January,Saturday,Bangalore,2711,6189,Female,58,Madhapur,Indiranagar,4.6,55,Sedan,App,UPI,105.2,1.1,115.72,4.2,4.8,Completed,,No
108541,2024-12-28,00:48,2024,December,Saturday,Pune,4348,5646,Male,21,CP,Andheri,3.5,31,Sedan,App,UPI,92.0,1.2,110.4,4.2,4.2,Completed,,Yes
108542,2024-05-26,08:30,2024,May,Sunday,Bangalore,4169,3629,Male,18,Rohini,Whitefield,11.3,62,Sedan,App,Card,185.6,1.2,222.72,4.4,4.9,Completed,,Yes
108543,2025-08-14,12:07,2025,August,Thursday,Hyderabad,4556,4231,Female,58,Madhapur,Whitefield,14.1,57,SUV,App,Cash,219.2,1.3,284.96,3.9,4.4,Completed,,Yes
108544,2025-07-20,18:41,2025,July,Sunday,Hyderabad,4219,2163,Female,53,Indiranagar,Madhapur,20.0,45,Mini,App,Cash,290.0,1.1,319.0,4.7,4.8,Completed,,No
108545,2024-02-17,00:13,2024,February,Saturday,Bangalore,4723,3934,Female,29,Bandra,Andheri,19.7,6,Sedan,App,Card,286.4,1.1,315.04,4.5,4.6,Completed,,No
108546,2023-09-21,07:52,2023,September,Thursday,Delhi,2426,3852,Male,60,Hinjewadi,Whitefield,15.3,32,SUV,App,Card,233.6,1.3,303.68,4.9,4.4,Completed,,Yes
108547,2023-10-01,01:06,2023,October,Sunday,Hyderabad,1922,4373,Female,42,Indiranagar,Bandra,19.3,57,Mini,App,UPI,281.6,1.1,309.76,4.7,3.6,Cancelled,Customer no-show,No
108548,2025-09-21,07:26,2025,September,Sunday,Mumbai,2338,3460,Male,40,Rohini,Gachibowli,10.8,21,Mini,App,Cash,179.6,1.1,197.56,4.1,4.7,Completed,,No
108549,2024-12-30,07:47,2024,December,Monday,Mumbai,3535,5995,Female,53,Bandra,Madhapur,20.0,29,SUV,App,Cash,290.0,1.2,348.0,4.8,3.9,Cancelled,Customer no-show,Yes
108550,2023-07-18,06:31,2023,July,Tuesday,Pune,1960,4734,Female,46,Indiranagar,Whitefield,9.7,29,Mini,App,Card,166.4,1.0,166.4,4.9,4.1,Completed,,No
108551,2025-02-23,23:38,2025,February,Sunday,Mumbai,2161,2930,Male,60,Gachibowli,Gachibowli,13.6,59,Mini,App,Cash,213.2,1.2,255.84,4.7,4.6,Completed,,Yes
108552,2025-10-14,16:58,2025,October,Tuesday,Mumbai,4053,2705,Male,47,Rohini,CP,3.8,68,SUV,App,Card,95.6,1.5,143.4,4.9,4.8,Completed,,Yes
108553,2023-12-11,06:17,2023,December,Monday,Bangalore,1076,3485,Female,45,Rohini,Hinjewadi,23.1,64,Mini,App,Cash,327.2,1.0,327.2,4.2,4.9,Cancelled,Driver unavailable,No
108554,2025-04-14,06:10,2025,April,Monday,Hyderabad,4240,6344,Female,52,Whitefield,Madhapur,24.4,60,Sedan,App,Card,342.8,1.5,514.2,4.9,3.5,Cancelled,App issue,Yes
108555,2025-02-26,07:12,2025,February,Wednesday,Pune,4460,2578,Female,26,Bandra,Wakad,20.6,14,Mini,App,Cash,297.2,1.3,386.36,4.9,3.5,Completed,,Yes
108556,2024-03-24,19:07,2024,March,Sunday,Pune,2505,3663,Female,47,Bandra,Bandra,7.4,51,Sedan,App,Cash,138.8,1.5,208.2,3.7,3.7,Completed,,Yes
108557,2025-09-03,04:33,2025,September,Wednesday,Hyderabad,2958,2575,Male,21,CP,Madhapur,4.2,70,SUV,App,Cash,100.4,1.1,110.44,3.7,4.0,Completed,,No
108558,2025-12-29,10:39,2025,December,Monday,Mumbai,3546,2525,Male,39,Bandra,Andheri,16.5,9,SUV,App,UPI,248.0,1.2,297.6,4.7,4.6,Completed,,Yes
108559,2025-03-26,17:01,2025,March,Wednesday,Mumbai,3059,4206,Male,21,Hinjewadi,Hinjewadi,21.8,22,Sedan,App,Cash,311.6,1.5,467.4,4.1,3.9,Completed,,Yes
108560,2025-06-27,17:47,2025,June,Friday,Hyderabad,3486,4204,Female,31,Andheri,Andheri,21.2,30,Sedan,App,UPI,304.4,1.3,395.72,4.7,4.7,Cancelled,Customer no-show,Yes
108561,2024-04-19,13:22,2024,April,Friday,Bangalore,3148,6542,Female,28,Hinjewadi,Bandra,6.0,22,Mini,App,Card,122.0,1.5,183.0,4.5,4.2,Completed,,Yes
108562,2025-01-24,13:46,2025,January,Friday,Delhi,3544,4274,Female,40,Rohini,Andheri,9.3,39,Sedan,App,Cash,161.6,1.3,210.08,4.0,4.7,Completed,,Yes
108563,2024-05-06,01:02,2024,May,Monday,Bangalore,2017,6760,Female,45,Andheri,Hinjewadi,12.7,56,SUV,App,Card,202.4,1.1,222.64,4.7,4.0,Completed,,No
108564,2024-03-10,13:43,2024,March,Sunday,Pune,4190,5641,Male,38,Hinjewadi,Indiranagar,21.4,6,SUV,App,UPI,306.8,1.2,368.16,4.3,3.6,Completed,,Yes
108565,2025-06-19,19:32,2025,June,Thursday,Pune,3432,3019,Male,59,Bandra,CP,9.0,64,Sedan,App,UPI,158.0,1.5,237.0,4.9,4.3,Cancelled,App issue,Yes
108566,2025-08-14,05:32,2025,August,Thursday,Delhi,1357,4059,Male,19,Wakad,Whitefield,16.3,66,Mini,App,Cash,245.6,1.2,294.72,3.6,4.2,Completed,,Yes
108567,2023-09-14,07:12,2023,September,Thursday,Pune,4356,6336,Male,18,Indiranagar,Indiranagar,2.4,70,SUV,App,UPI,78.8,1.1,86.68,4.3,4.4,Cancelled,App issue,No
108568,2025-11-12,04:50,2025,November,Wednesday,Mumbai,1676,5218,Male,54,Gachibowli,Bandra,15.1,33,Mini,App,UPI,231.2,1.5,346.8,4.2,4.5,Cancelled,Driver unavailable,Yes
108569,2025-06-17,05:03,2025,June,Tuesday,Pune,1029,2858,Female,35,Madhapur,Wakad,19.3,12,Sedan,App,UPI,281.6,1.2,337.92,4.6,4.9,Completed,,Yes
108570,2025-12-20,18:12,2025,December,Saturday,Pune,4789,3272,Male,24,Wakad,CP,10.5,70,Mini,App,UPI,176.0,1.0,176.0,4.5,3.8,Cancelled,Customer no-show,No
108571,2024-01-26,20:42,2024,January,Friday,Bangalore,2615,2141,Male,53,CP,Andheri,18.9,14,Mini,App,Cash,276.8,1.2,332.16,4.7,4.9,Completed,,Yes
108572,2023-04-29,14:13,2023,April,Saturday,Hyderabad,3204,4054,Male,24,Bandra,Indiranagar,9.7,20,SUV,App,UPI,166.4,1.0,166.4,4.8,4.0,Completed,,No
108573,2024-10-28,02:30,2024,October,Monday,Bangalore,4214,5569,Female,43,Bandra,Hinjewadi,23.9,7,SUV,App,UPI,336.8,1.0,336.8,4.0,4.9,Completed,,No
108574,2025-08-08,17:17,2025,August,Friday,Delhi,2500,5836,Female,48,Indiranagar,Whitefield,11.5,53,SUV,App,UPI,188.0,1.5,282.0,4.2,4.6,Completed,,Yes
108575,2025-06-17,11:00,2025,June,Tuesday,Hyderabad,4204,6862,Female,28,Indiranagar,Indiranagar,17.4,26,Sedan,App,UPI,258.8,1.5,388.2,3.8,4.7,Completed,,Yes
108576,2023-11-17,21:59,2023,November,Friday,Bangalore,1328,2133,Female,40,Bandra,Whitefield,9.8,30,Sedan,App,Cash,167.6,1.3,217.88,3.7,5.0,Completed,,Yes
108577,2025-01-09,18:59,2025,January,Thursday,Delhi,2593,2319,Female,45,Gachibowli,Rohini,3.8,15,Mini,App,UPI,95.6,1.5,143.4,3.9,4.5,Completed,,Yes
108578,2024-11-17,11:43,2024,November,Sunday,Hyderabad,1105,4187,Female,50,Whitefield,Rohini,11.1,54,SUV,App,UPI,183.2,1.5,274.8,4.4,4.4,Cancelled,Driver unavailable,Yes
108579,2023-04-28,08:37,2023,April,Friday,Bangalore,1481,2589,Female,35,CP,Whitefield,7.1,66,Mini,App,UPI,135.2,1.1,148.72,3.5,4.2,Completed,,No
108580,2025-05-19,11:43,2025,May,Monday,Pune,2630,6555,Female,23,Hinjewadi,Indiranagar,17.7,67,Sedan,App,Card,262.4,1.2,314.88,4.1,4.0,Completed,,Yes
108581,2024-02-10,17:08,2024,February,Saturday,Pune,2743,5472,Female,30,Wakad,Andheri,23.1,17,SUV,App,Cash,327.2,1.5,490.8,4.8,4.1,Cancelled,App issue,Yes
108582,2023-09-28,13:23,2023,September,Thursday,Hyderabad,4641,4964,Female,60,Madhapur,Wakad,14.8,64,Mini,App,Cash,227.6,1.1,250.36,3.7,4.6,Completed,,No
108583,2024-04-02,22:17,2024,April,Tuesday,Pune,3745,5010,Male,51,Andheri,Indiranagar,16.8,52,Mini,App,Card,251.6,1.0,251.6,3.8,4.2,Completed,,No
108584,2025-10-24,23:04,2025,October,Friday,Mumbai,2549,2445,Female,32,CP,Gachibowli,4.0,60,Sedan,App,Card,98.0,1.5,147.0,3.7,4.7,Cancelled,Driver unavailable,Yes
108585,2023-09-01,03:07,2023,September,Friday,Mumbai,4253,4160,Male,28,Indiranagar,Andheri,6.5,37,Mini,App,Card,128.0,1.2,153.6,3.7,4.3,Completed,,Yes
108586,2023-03-24,19:34,2023,March,Friday,Hyderabad,3471,4648,Male,57,Gachibowli,Whitefield,17.7,66,Mini,App,UPI,262.4,1.2,314.88,4.5,4.0,Completed,,Yes
108587,2025-01-23,17:59,2025,January,Thursday,Delhi,4088,2763,Female,20,Wakad,Bandra,5.9,50,SUV,App,Cash,120.8,1.0,120.8,3.9,4.5,Completed,,No
108588,2025-10-06,20:21,2025,October,Monday,Delhi,1165,5057,Female,27,Andheri,Rohini,23.0,33,SUV,App,UPI,326.0,1.5,489.0,4.3,5.0,Completed,,Yes
108589,2023-11-20,12:03,2023,November,Monday,Delhi,3127,2164,Female,44,Gachibowli,Whitefield,7.3,25,SUV,App,UPI,137.6,1.3,178.88,3.5,3.9,Completed,,Yes
108590,2023-12-18,04:36,2023,December,Monday,Mumbai,3848,4277,Female,52,Bandra,Madhapur,6.3,45,Mini,App,UPI,125.6,1.1,138.16,3.5,4.4,Completed,,No
108591,2023-04-14,08:19,2023,April,Friday,Bangalore,4964,6255,Male,40,Andheri,CP,10.0,14,Sedan,App,Card,170.0,1.0,170.0,4.5,4.2,Completed,,No
108592,2024-03-04,04:43,2024,March,Monday,Bangalore,3277,6806,Female,20,Indiranagar,Bandra,3.0,33,Sedan,App,UPI,86.0,1.0,86.0,3.6,4.6,Cancelled,App issue,No
108593,2024-12-30,10:51,2024,December,Monday,Delhi,1515,2003,Male,60,CP,Bandra,11.9,31,Mini,App,Card,192.8,1.5,289.2,4.9,4.2,Completed,,Yes
108594,2025-11-02,03:40,2025,November,Sunday,Bangalore,3139,6593,Female,20,Hinjewadi,Andheri,20.5,61,SUV,App,Card,296.0,1.3,384.8,4.7,3.5,Completed,,Yes
108595,2023-06-18,18:55,2023,June,Sunday,Delhi,4658,2682,Female,20,Rohini,Andheri,13.1,49,Mini,App,UPI,207.2,1.2,248.64,3.5,4.0,Completed,,Yes
108596,2024-10-01,22:59,2024,October,Tuesday,Mumbai,4992,3698,Female,26,Whitefield,Gachibowli,18.2,49,Sedan,App,Cash,268.4,1.2,322.08,4.1,4.7,Completed,,Yes
108597,2024-09-16,10:45,2024,September,Monday,Mumbai,2866,4188,Female,37,Whitefield,Whitefield,9.9,19,SUV,App,UPI,168.8,1.0,168.8,4.3,4.3,Cancelled,App issue,No
108598,2023-02-11,22:08,2023,February,Saturday,Bangalore,3282,6712,Male,38,CP,Madhapur,11.6,6,SUV,App,UPI,189.2,1.3,245.96,4.0,4.2,Completed,,Yes
108599,2023-12-19,03:14,2023,December,Tuesday,Bangalore,3898,5185,Female,26,Rohini,Rohini,19.8,12,Mini,App,UPI,287.6,1.3,373.88,4.5,3.5,Completed,,Yes
108600,2025-10-17,10:12,2025,October,Friday,Delhi,4477,3333,Male,29,Madhapur,CP,14.0,24,Mini,App,Card,218.0,1.3,283.4,3.8,4.9,Completed,,Yes
108601,2025-04-22,01:57,2025,April,Tuesday,Pune,3697,4875,Female,20,Indiranagar,Madhapur,6.2,12,Sedan,App,Cash,124.4,1.1,136.84,3.7,3.9,Completed,,No
108602,2024-11-23,02:22,2024,November,Saturday,Pune,3660,3345,Male,41,CP,Madhapur,24.9,49,SUV,App,UPI,348.8,1.5,523.2,3.9,4.3,Completed,,Yes
108603,2024-11-11,09:48,2024,November,Monday,Bangalore,1077,6120,Male,35,Madhapur,Hinjewadi,24.0,32,SUV,App,Cash,338.0,1.5,507.0,4.6,4.7,Completed,,Yes
108604,2023-09-13,02:41,2023,September,Wednesday,Bangalore,4107,5473,Male,43,Hinjewadi,Bandra,18.5,28,Sedan,App,Cash,272.0,1.3,353.6,4.8,4.7,Completed,,Yes
108605,2025-05-21,12:23,2025,May,Wednesday,Delhi,3471,6078,Female,44,Madhapur,Whitefield,6.5,64,SUV,App,Card,128.0,1.2,153.6,4.4,3.8,Completed,,Yes
108606,2024-05-31,18:28,2024,May,Friday,Delhi,2296,2133,Female,41,Gachibowli,Whitefield,19.1,67,SUV,App,UPI,279.2,1.3,362.96,4.7,4.2,Completed,,Yes
108607,2025-12-15,08:16,2025,December,Monday,Delhi,3843,4912,Male,49,Madhapur,Whitefield,12.6,19,Sedan,App,Card,201.2,1.5,301.8,4.1,4.0,Completed,,Yes
108608,2023-10-06,23:22,2023,October,Friday,Bangalore,1078,3702,Male,32,Whitefield,Andheri,10.7,38,Mini,App,UPI,178.4,1.0,178.4,4.6,3.6,Cancelled,Customer no-show,No
108609,2025-06-28,14:08,2025,June,Saturday,Bangalore,4155,2819,Female,57,Gachibowli,Andheri,21.2,53,Sedan,App,Card,304.4,1.0,304.4,3.6,4.2,Completed,,No
108610,2023-06-12,08:29,2023,June,Monday,Hyderabad,4225,3099,Male,39,Andheri,Wakad,9.5,7,Mini,App,Cash,164.0,1.1,180.4,4.4,4.6,Completed,,No
108611,2024-11-24,10:00,2024,November,Sunday,Mumbai,4076,2756,Female,44,Whitefield,Hinjewadi,3.0,18,Mini,App,Cash,86.0,1.0,86.0,4.6,3.7,Completed,,No
108612,2024-09-17,02:29,2024,September,Tuesday,Delhi,2900,3278,Male,22,Bandra,Bandra,5.7,40,Sedan,App,Cash,118.4,1.2,142.08,3.9,4.9,Completed,,Yes
108613,2025-08-28,14:27,2025,August,Thursday,Delhi,2524,4376,Male,37,Andheri,Indiranagar,2.4,55,Mini,App,UPI,78.8,1.5,118.2,3.7,4.5,Completed,,Yes
108614,2023-01-08,00:23,2023,January,Sunday,Hyderabad,2592,5621,Male,41,CP,Gachibowli,23.7,7,Sedan,App,Cash,334.4,1.0,334.4,3.6,3.6,Completed,,No
108615,2024-05-27,01:53,2024,May,Monday,Mumbai,3468,6985,Female,51,Hinjewadi,Madhapur,14.5,70,Sedan,App,Card,224.0,1.2,268.8,4.2,4.9,Cancelled,Driver unavailable,Yes
108616,2023-10-01,10:33,2023,October,Sunday,Bangalore,3424,4362,Female,30,Bandra,Indiranagar,14.5,20,SUV,App,Card,224.0,1.3,291.2,4.8,4.7,Completed,,Yes
108617,2025-01-29,07:25,2025,January,Wednesday,Delhi,1181,3405,Male,54,Rohini,Gachibowli,20.5,41,Sedan,App,Card,296.0,1.1,325.6,3.8,4.0,Completed,,No
108618,2024-08-11,00:33,2024,August,Sunday,Delhi,3857,5662,Female,56,Madhapur,Rohini,23.9,15,Mini,App,Card,336.8,1.1,370.48,4.7,3.5,Completed,,No
108619,2023-08-02,04:40,2023,August,Wednesday,Hyderabad,1379,6044,Female,26,Gachibowli,Gachibowli,15.8,45,Sedan,App,Cash,239.6,1.0,239.6,3.8,4.8,Completed,,No
108620,2024-06-04,00:36,2024,June,Tuesday,Hyderabad,2693,2621,Female,38,Indiranagar,Indiranagar,11.9,41,Mini,App,Cash,192.8,1.0,192.8,3.7,4.5,Completed,,No
108621,2023-08-31,10:18,2023,August,Thursday,Bangalore,3294,6913,Male,42,Hinjewadi,CP,14.4,37,Sedan,App,Card,222.8,1.1,245.08,4.3,4.5,Cancelled,Customer no-show,No
108622,2023-08-13,12:09,2023,August,Sunday,Bangalore,3405,2454,Female,20,Hinjewadi,Madhapur,8.5,57,Sedan,App,UPI,152.0,1.1,167.2,4.7,3.9,Completed,,No
108623,2025-06-21,00:09,2025,June,Saturday,Mumbai,1145,3040,Female,56,Madhapur,Hinjewadi,19.2,62,Sedan,App,Card,280.4,1.0,280.4,4.9,4.0,Completed,,No
108624,2025-08-13,12:44,2025,August,Wednesday,Pune,4846,4838,Female,39,Indiranagar,Bandra,3.1,39,SUV,App,UPI,87.2,1.2,104.64,4.4,3.5,Completed,,Yes
108625,2024-11-08,06:28,2024,November,Friday,Mumbai,2704,6262,Male,26,Indiranagar,Madhapur,6.6,40,SUV,App,UPI,129.2,1.1,142.12,4.4,3.6,Completed,,No
108626,2024-05-02,04:58,2024,May,Thursday,Mumbai,1281,2918,Male,30,Andheri,Rohini,3.0,5,SUV,App,UPI,86.0,1.1,94.6,4.6,4.0,Completed,,No
108627,2024-10-30,20:42,2024,October,Wednesday,Mumbai,1406,6754,Male,30,Gachibowli,Andheri,7.4,35,SUV,App,Cash,138.8,1.0,138.8,4.9,3.7,Cancelled,App issue,No
108628,2025-10-10,23:21,2025,October,Friday,Pune,4345,5965,Male,27,Madhapur,Wakad,4.0,47,SUV,App,UPI,98.0,1.2,117.6,4.2,4.1,Cancelled,App issue,Yes
108629,2023-01-05,02:58,2023,January,Thursday,Mumbai,2208,2842,Male,30,Wakad,Andheri,24.4,39,Mini,App,Card,342.8,1.3,445.64,4.6,4.5,Cancelled,Customer no-show,Yes
108630,2024-04-30,19:56,2024,April,Tuesday,Hyderabad,4722,3275,Male,44,Wakad,CP,22.3,16,SUV,App,UPI,317.6,1.0,317.6,4.3,4.0,Completed,,No
108631,2024-09-17,08:54,2024,September,Tuesday,Pune,4353,2586,Male,51,CP,Hinjewadi,9.7,33,Sedan,App,Card,166.4,1.2,199.68,3.6,3.6,Completed,,Yes
108632,2025-08-10,10:42,2025,August,Sunday,Delhi,1074,2047,Female,38,Wakad,Wakad,5.5,39,Mini,App,UPI,116.0,1.3,150.8,3.8,4.9,Completed,,Yes
108633,2024-03-09,21:07,2024,March,Saturday,Hyderabad,1843,3859,Female,47,Rohini,Gachibowli,23.8,45,SUV,App,Card,335.6,1.3,436.28,4.2,4.0,Completed,,Yes
108634,2025-03-04,10:07,2025,March,Tuesday,Pune,3329,6465,Male,20,CP,Hinjewadi,3.1,27,SUV,App,Card,87.2,1.3,113.36,3.7,4.8,Completed,,Yes
108635,2024-03-19,08:31,2024,March,Tuesday,Mumbai,2450,5285,Male,49,Hinjewadi,Rohini,20.6,31,Sedan,App,Card,297.2,1.1,326.92,4.1,5.0,Completed,,No
108636,2023-07-14,13:40,2023,July,Friday,Pune,2252,5406,Female,33,Bandra,Andheri,24.7,56,Mini,App,UPI,346.4,1.3,450.32,4.7,4.6,Completed,,Yes
108637,2024-11-07,01:25,2024,November,Thursday,Mumbai,3280,2003,Male,54,Hinjewadi,Madhapur,10.5,13,SUV,App,Cash,176.0,1.5,264.0,4.1,4.5,Completed,,Yes
108638,2023-03-02,07:10,2023,March,Thursday,Pune,1912,4693,Female,48,Madhapur,Rohini,14.3,42,Mini,App,Cash,221.6,1.2,265.92,3.6,3.8,Cancelled,Driver unavailable,Yes
108639,2024-05-09,10:22,2024,May,Thursday,Delhi,1408,3672,Female,54,Rohini,Madhapur,7.3,59,SUV,App,Cash,137.6,1.3,178.88,3.5,4.5,Completed,,Yes
108640,2025-07-21,10:33,2025,July,Monday,Pune,1451,3712,Female,50,Bandra,Indiranagar,16.8,30,Mini,App,UPI,251.6,1.0,251.6,4.2,4.9,Completed,,No
